Timestamp,Admit Status,Ethnicity/Race ,"Are you a historically Underrepresented Ethnic Minority (URM)? [i.e. Black/African-American, Latinx/Chicanx, Filipinx, Native American/Indigenous, or Pacific Islander/Native Hawaiian]",Do you identify with being differently-abled or as a Disabled Student Program (DSP) student?,Gender,Sexual Orientation,"Do you identify as a historically underrepresented gender or sexuality [i.e. Cisgender Woman, Gender Queer, Gender Non-Conforming, Non-Binary, Transgender Man, Transgender Woman, Asexual, Androphilia, BI-Curious, Bisual, Gray Asexualtiy, Gynephilia, Homosexual, Non-Heterosexual, Pansexual, Polysexual, Queer, Etc.]",Current Year ,What Are You Majoring in?,How Many Majors Are You Planning?,How Many Minors Are You Planning?,Socioeconomic Class,Club/Student Organization Involvement,Club Participation per Week,"When Joining Clubs/Student Organizations, Did You Have Any Knowledge in the Clubs'/Student Organizations' Subject Matter?",How Would You Rate the Climate of Clubs/Student Organizations at BERKELEY?,How Would You Rate the Climate of Clubs/Student Organizations YOU ARE IN?,How Would You Rate the Inclusiveness of Clubs/Student Organizations at BERKELEY? ,How Would You Rate the Inclusiveness of the Clubs/Student Organizations that YOU ARE IN? ,Do You Feel Welcome at Berkeley?,Do You Feel as if You Are Part of the Berkeley Community?,Do You Feel as if You Are Part of the Berkeley Engineering Community?,Do You Feel Safe at Berkeley?
4/10/2020 17:13:34,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Bi-Curious,No,Sophmore (Undergraduate),Bioengineering,Single Major,One Minor,"New Money ($150,000 to $199,999)",3 - 4 Clubs/Student Organizations,4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,2,4,3,2,4,4
4/10/2020 17:19:47,Fall Admit - Freshmen,"Latinx/Chicanx, White/Caucasian",Yes,No,Cisgender Woman,Heterosexual,Yes,Freshman (Undergraduate),Energy Engineering,Single Major,No Minors,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),5,5,3,5,5,4,4,3
4/10/2020 19:00:58,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,Yes,Junior (Undergraduate),"Cognitive Science, Economics",Double Major,No Minors,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,2,3,4,4,3,4
4/10/2020 19:03:35,Spring Admit - Freshmen,East Asian,No,No,Cisgender Woman,Bi-Curious,Decline to say,Senior (Undergraduate),Computer Science,Single Major,One Minor,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),2,5,2,3,5,5,3,4
4/10/2020 19:03:36,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),"Computer Science, Economics",Double Major,No Minors,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),7 - 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,5,3,4,4,3,3,4
4/10/2020 19:03:55,Fall Admit - Freshmen,White/Caucasian,No,No,Cisgender Man,Heterosexual,No,Senior (Undergraduate),Computer Science,Single Major,No Minors,"Working Class ($45,000 to $98,999)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,4,2,4,3,2,1,3
4/10/2020 19:25:38,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,Yes,Sophmore (Undergraduate),"Cognitive Science, Psychology ",Double Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),7 - 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,4,2,4,5,5,3,4
4/11/2020 9:37:30,Fall Admit - Freshmen,South Asian,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),"Business, Computer Science",Double Major,One Minor,"New Money ($150,000 to $199,999)",3 - 4 Clubs/Student Organizations,5 - 6 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,5,2,5,4,4,4,4
4/11/2020 10:42:02,Fall Admit - Freshmen,South Asian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),"Computer Science, Mathematics",Double Major,No Minors,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),7 - 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,4,3,4,5,5,5,5
4/11/2020 11:36:34,Fall Admit - Transfer/ReEntry,"Black/African-American, East Asian",Yes,Decline to say,Lol male,Heterosexual,Decline to say,Junior (Undergraduate),Mathematics,Double Major,One Minor,"Poverty Level (<$20,000)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",3,5,1,5,2,2,3,2
4/11/2020 15:30:01,Fall Admit - Freshmen,Latinx/Chicanx,Yes,No,Cisgender Woman,Bi-Curious,Yes,Sophmore (Undergraduate),Engineering Physics,Single Major,One Minor,"Working Class ($45,000 to $98,999)",3 - 4 Clubs/Student Organizations,2 - 3 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,3,2,3,3,3,4,4
4/11/2020 15:33:38,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Computer Science,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),5 - 6 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,4,4,4,4,4,4,4
4/11/2020 15:54:07,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",3 - 4 Clubs/Student Organizations,5 - 6 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,4,4,5,5,5,4,4
4/11/2020 15:59:58,Fall Admit - Freshmen,South Asian,No,No,Cisgender Woman,Heterosexual,Yes,Sophmore (Undergraduate),Computer Science,Double Major,No Minors,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,4,4,4,4,4,4,4
4/11/2020 16:02:46,Fall Admit - Freshmen,South Asian,No,No,Cisgender Woman,Homosexual,No,Sophmore (Undergraduate),Electrical Engineering and Computer Science,Single Major,One Minor,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),5 - 6 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,3,3,3,3,3,3,3
4/11/2020 16:23:03,Fall Admit - Transfer/ReEntry,White/Caucasian,No,No,Cisgender Woman,Gray Asexual,Yes,Junior (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,5,5,5,5,4,4,4
4/11/2020 17:11:18,Fall Admit - Freshmen,"East Asian, White/Caucasian",No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),"Electrical Engineering and Computer Science, Music",Double Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,4,5,5,4,4,5
4/11/2020 17:26:59,Fall Admit - Freshmen,Latinx/Chicanx,Yes,No,Cisgender Woman,Heterosexual,No,Junior (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",3 - 4 Clubs/Student Organizations,7 - 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,3,3,3,3,3,3,3
4/11/2020 17:35:21,Fall Admit - Transfer/ReEntry,South-East Asian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,Decline to say,1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,,,,,,,,,
4/11/2020 17:57:47,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,Yes,Sophmore (Undergraduate),"Computer Science, Linguistics",Double Major,One Minor,Decline to say,3 - 4 Clubs/Student Organizations,5 - 6 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),,,,,,,,
4/11/2020 18:00:56,Fall Admit - Freshmen,"East Asian, South-East Asian",No,No,Gender Conforming Man,Heterosexual,No,Sophmore (Undergraduate),Computer Science,Single Major,No Minors,"Working Poor ($20,000 to $44,999)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,5,5,5,5,5,5
4/11/2020 18:12:24,Fall Admit - Freshmen,South Asian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),Computer Science,Single Major,No Minors,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,5,3,4,5,5,5,5
4/11/2020 18:16:34,Fall Admit - Freshmen,South Asian,No,Yes,Cisgender Woman,Heterosexual,Yes,Junior (Undergraduate),Computer Science,Double Major,No Minors,"New Money ($150,000 to $199,999)",More Than 4 Clubs/Student Organizations,More Than 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),1,4,1,4,4,5,4,3
4/11/2020 18:17:00,Fall Admit - Freshmen,"East Asian, White/Caucasian",No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),Computer Science,Single Major,No Minors,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,,,,,,,,,
4/11/2020 18:32:29,Fall Admit - Freshmen,South Asian,No,Yes,Cisgender Woman,Heterosexual,No,Sophmore (Undergraduate),Computer Science,Single Major,One Minor,Decline to say,3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),2,4,2,4,4,4,3,4
4/11/2020 18:59:42,Fall Admit - Freshmen,East Asian,No,No,Male,Heterosexual,No,Sophmore (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,3,3,3,3,3,3,3
4/11/2020 19:19:47,Fall Admit - Freshmen,Latinx/Chicanx,Yes,No,Cisgender Woman,Heterosexual,Yes,Sophmore (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"New Money ($150,000 to $199,999)",3 - 4 Clubs/Student Organizations,5 - 6 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,5,3,4,4,5,3,3
4/11/2020 19:21:08,Fall Admit - Freshmen,"Latinx/Chicanx, South-East Asian",Yes,No,Male,Heterosexual,No,Freshman (Undergraduate),"Business, Computer Science",Double Major,No Minors,"Working Class ($45,000 to $98,999)",More Than 4 Clubs/Student Organizations,2 - 3 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,4,4,4,4,4,4,4
4/11/2020 20:04:05,Fall Admit - Freshmen,White/Caucasian,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Undeclared engineering atm,Double Major,No Minors,Decline to say,3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,5,5,5,5,5,4,5
4/11/2020 20:05:43,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Bisexual,Yes,Sophmore (Undergraduate),Bioengineering,Single Major,No Minors,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),5 - 6 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,4,4,5,4,4,5,3
4/11/2020 21:17:43,Fall Admit - Freshmen,South-East Asian,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",3 - 4 Clubs/Student Organizations,4 - 5 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,5,4,5,3,4,4,3
4/11/2020 21:36:07,Spring Admit - Transfer/ReEntry,Latinx/Chicanx,Yes,No,Decline to say,Heterosexual,No,Junior (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Working Poor ($20,000 to $44,999)",1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,5,5,5,4,4,4,4
4/12/2020 0:22:32,Spring Admit - Freshmen,South-East Asian,No,No,Cisgender Woman,Bi-Curious,Yes,Freshman (Undergraduate),Computer Science,Single Major,Two Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,4,2,5,5,4,3,4
4/12/2020 0:31:41,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Decline to say,Decline to say,Freshman (Undergraduate),"Business, Engineering Mathematics and Statistics, Mathematics",Double Major,One Minor,"New Money ($150,000 to $199,999)",More Than 4 Clubs/Student Organizations,4 - 5 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,4,5,5,5,4,4,5
4/12/2020 4:33:53,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Decline to say,Yes,Junior (Undergraduate),"Mechanical Engineering, Molecular and Cell Biology",Double Major,One Minor,Decline to say,1 - 2 Club(s)/Student Organization(s),5 - 6 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,5,2,5,3,3,3,2
4/12/2020 10:30:17,Fall Admit - Transfer/ReEntry,East Asian,No,No,Cisgender Man,Heterosexual,No,Senior (Undergraduate),Mechanical Engineering,Single Major,No Minors,"Working Poor ($20,000 to $44,999)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",5,5,5,5,5,5,5,4
4/12/2020 10:48:32,Fall Admit - Transfer/ReEntry,Middle Eastern/North African,No,No,Cisgender Woman,Heterosexual,No,Senior (Undergraduate),Mechanical Engineering,Single Major,No Minors,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),5 - 6 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,4,5,4,4,3,3
4/12/2020 10:48:37,Fall Admit - Freshmen,"East Asian, White/Caucasian",No,Yes,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Mechanical Engineering,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,4,4,4,4,4,4,4
4/12/2020 11:06:13,Fall Admit - Freshmen,South-East Asian,No,No,Decline to say,Heterosexual,No,Freshman (Undergraduate),Mechanical Engineering,Single Major,No Minors,Decline to say,3 - 4 Clubs/Student Organizations,7 - 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,4,5,4,4,5,5,3
4/12/2020 14:27:53,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Bioengineering,Single Major,Two Minors,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),7 - 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,5,4,4,4,5,4,3
4/12/2020 15:29:17,Fall Admit - Freshmen,South-East Asian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,6 - 7 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,4,4,4,4,4,4,3
4/12/2020 15:36:46,Fall Admit - Freshmen,South Asian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),Physics,Double Major,No Minors,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,5,5,5,5,5,5,5
4/12/2020 16:52:37,Fall Admit - Freshmen,"South-East Asian, South Asian",No,No,Cisgender Woman,Bisexual,Decline to say,Junior (Undergraduate),Bioengineering,Single Major,No Minors,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,4,4,4,4,4,5,2
4/12/2020 16:52:54,Fall Admit - Freshmen,White/Caucasian,No,No,Decline to say,Heterosexual,No,Junior (Undergraduate),"Bioengineering, Electrical Engineering and Computer Science",Double Major,One Minor,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,5,5,5,5,5,4,5
4/12/2020 16:53:16,Fall Admit - Transfer/ReEntry,East Asian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Bioengineering,Single Major,One Minor,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),6 - 7 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,4,2,4,3,3,4,1
4/12/2020 16:53:20,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),"Bioengineering, Electrical Engineering and Computer Science",Double Major,No Minors,"Working Class ($45,000 to $98,999)",3 - 4 Clubs/Student Organizations,2 - 3 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,3,4,3,3,4,3
4/12/2020 16:53:51,Spring Admit - Transfer/ReEntry,East Asian,No,No,Cisgender Woman,Heterosexual,No,Junior (Undergraduate),Bioengineering,Single Major,One Minor,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,4,4,4,5,5,4,4
4/12/2020 16:54:31,Fall Admit - Freshmen,East Asian,No,Decline to say,Cisgender Man,Heterosexual,No,Senior (Undergraduate),"Bioengineering, Data Science",Double Major,One Minor,"Poverty Level (<$20,000)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),2,4,1,3,2,2,1,2
4/12/2020 16:54:38,Fall Admit - Freshmen,White/Caucasian,No,Yes,Cisgender Man,Bi-Curious,No,Junior (Undergraduate),Electrical Engineering and Computer Science,Single Major,One Minor,"New Money ($150,000 to $199,999)",3 - 4 Clubs/Student Organizations,3 - 4 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,5,4,5,5,5,5,5
4/12/2020 16:54:39,Fall Admit - Freshmen,South Asian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Bioengineering,Single Major,One Minor,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,5,3,5,4,4,4,3
4/12/2020 16:54:49,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),Bioengineering,Single Major,Two Minors,"Middle Class ($99,000 to $149,999)",More Than 4 Clubs/Student Organizations,6 - 7 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,4,4,4,4,4,3,2
4/12/2020 16:55:31,Fall Admit - Freshmen,South-East Asian,No,No,Cisgender Woman,Bisexual,No,Senior (Undergraduate),Bioengineering,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,5,4,5,5,5,5
4/12/2020 17:32:54,Fall Admit - Freshmen,White/Caucasian,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Toxicology,Single Major,One Minor,Decline to say,1 - 2 Club(s)/Student Organization(s),5 - 6 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),1,4,1,3,3,3,2,5
4/12/2020 17:32:59,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,Yes,Sophmore (Undergraduate),"Data Science, Economics",Single Major,One Minor,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,3 - 4 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,3,2,4,3,3,3,3
4/12/2020 17:46:09,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Decline to say,Decline to say,Freshman (Undergraduate),"Political Science, Sociology, French",Triple Major,One Minor,Decline to say,More Than 4 Clubs/Student Organizations,5 - 6 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,4,4,4,4,4,1,2
4/12/2020 17:49:01,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Freshman (Undergraduate),Computer Science,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),5,5,5,5,5,5,5,5
4/12/2020 17:56:24,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),"Integrative Biology, Molecular and Cellular Biology, Astrobiology",Double Major,No Minors,"Working Class ($45,000 to $98,999)",3 - 4 Clubs/Student Organizations,4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,4,4,5,5,5,3,4
4/12/2020 18:20:58,Fall Admit - Freshmen,East Asian,No,No,Decline to say,Decline to say,Decline to say,Sophmore (Undergraduate),Bioengineering,Double Major,No Minors,Decline to say,1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,5,3,4,5,,,
4/12/2020 18:29:23,Fall Admit - Freshmen,South Asian,No,No,Gender Queer,Pansexual,Yes,Sophmore (Undergraduate),Electrical Engineering and Computer Science,Single Major,One Minor,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,3,5,4,2,4,4
4/12/2020 18:30:14,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,Yes,Freshman (Undergraduate),Computer Science,Double Major,No Minors,Decline to say,1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,5,3,5,5,5,3,4
4/12/2020 18:32:12,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Bisexual,Yes,Freshman (Undergraduate),"Business, Computer Science",Double Major,No Minors,"New Money ($150,000 to $199,999)",3 - 4 Clubs/Student Organizations,4 - 5 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,4,5,5,5,5,5,5
4/12/2020 18:32:33,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Bisexual,Yes,Sophmore (Undergraduate),"Computer Science, Data Science",Double Major,No Minors,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,5,3,5,5,5,5,4
4/12/2020 18:33:48,Fall Admit - Freshmen,South-East Asian,Yes,No,Cisgender Woman,Bisexual,Yes,Freshman (Undergraduate),Computer Science,Double Major,No Minors,"Middle Class ($99,000 to $149,999)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,4,3,4,3,3,2,2
4/12/2020 18:57:48,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Sophmore (Undergraduate),Computer Science,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),5 - 6 Hours,,,,,,,,,
4/12/2020 18:58:40,Fall Admit - Freshmen,South-East Asian,No,No,Gender Queer,Homosexual,Yes,Freshman (Undergraduate),Bioengineering,Single Major,No Minors,"Working Poor ($20,000 to $44,999)",1 - 2 Club(s)/Student Organization(s),7 - 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,5,5,5,5,5,5
4/12/2020 19:00:00,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,Yes,Sophmore (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,5,3,5,4,4,5,3
4/12/2020 19:00:44,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Sophmore (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,5,4,5,4,5,5,4
4/12/2020 19:01:23,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,Yes,Sophmore (Undergraduate),Computer Science,Single Major,No Minors,"Working Class ($45,000 to $98,999)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,3,5,4,4,1,2
4/12/2020 19:02:57,Fall Admit - Freshmen,East Asian,Decline to say,No,Cisgender Woman,Heterosexual,Yes,Freshman (Undergraduate),L&S Undeclared,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,3,5,4,5,4,4
4/12/2020 19:07:46,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Freshman (Undergraduate),Computer Science,Single Major,One Minor,Decline to say,1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",4,5,4,5,4,3,3,4
4/12/2020 19:44:09,Fall Admit - Freshmen,South-East Asian,Yes,No,Cisgender Woman,Queer,Yes,Sophmore (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),5 - 6 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,5,4,5,4,4,4,4
4/12/2020 19:57:05,Fall Admit - Freshmen,"White/Caucasian, Middle Eastern/North African",No,No,man,Heterosexual,No,Freshman (Undergraduate),Mechanical Engineering,Single Major,No Minors,"New Money ($150,000 to $199,999)",3 - 4 Clubs/Student Organizations,6 - 7 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),5,5,5,5,5,5,5,4
4/12/2020 21:24:51,Fall Admit - Freshmen,Middle Eastern/North African,Yes,Yes,Cisgender Woman,Heterosexual,No,Sophmore (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,,1,4,2,4,1,2,2,2
4/12/2020 21:36:05,Fall Admit - Freshmen,Latinx/Chicanx,Yes,No,Cisgender Man,Bisexual,Yes,Freshman (Undergraduate),Civil and Environmental Engineering,Single Major,One Minor,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,3 - 4 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",3,5,3,4,4,4,5,3
